UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
604,L,299.5,311.3,1518,60.3,12,0
605,L,297.3,308.4,1683,33.5,35,0
606,L,299.4,308.0,1615,42.0,74,0
607,L,302.1,312.3,1470,47.3,138,0
608,L,298.3,308.2,1205,54.1,123,0
609,L,298.8,308.5,1806,58.1,125,0
610,M,301.2,310.8,1415,36.4,47,0
611,L,300.0,310.4,1602,51.9,249,0
612,M,301.2,312.0,1194,42.0,147,1
613,M,300.5,310.9,1535,67.4,156,0
614,L,301.0,310.8,1555,51.0,18,0
615,M,299.1,309.0,1564,38.2,124,0
616,H,300.5,311.4,2077,32.1,221,0
617,L,298.1,308.6,1425,13.7,133,0
618,L,302.6,312.6,1684,46.7,55,0
619,M,298.7,308.7,1631,50.1,208,0
620,M,302.3,312.6,1416,47.5,126,0
621,L,299.5,309.1,1682,16.5,209,0
622,L,300.4,311.2,1508,27.4,99,0
623,L,299.0,307.9,1694,44.8,118,0
624,L,298.0,307.6,1889,57.9,251,0
625,M,296.5,307.1,1564,39.4,145,0
626,L,297.9,306.8,1487,50.9,234,0
627,L,299.4,307.8,1726,29.7,203,0
628,M,300.4,310.5,1788,42.1,41,0
629,L,302.0,310.3,1379,37.3,59,0
630,L,299.1,307.8,1456,51.9,55,0
631,M,298.2,309.0,1658,34.6,2,0
632,M,297.1,306.9,1514,56.8,238,0
633,L,301.0,312.2,1367,36.9,209,0
634,L,302.8,311.6,1634,29.3,207,0
635,L,302.5,312.4,1658,29.6,166,0
636,L,301.4,311.8,1478,33.8,42,0
637,L,301.3,310.1,1548,43.7,155,0
638,L,303.4,314.4,1434,33.9,169,0
639,L,300.7,311.2,1341,31.8,136,0
640,L,301.3,309.7,1449,48.9,83,0
641,L,299.4,309.3,1551,7.9,17,0
642,L,297.3,307.7,1273,35.7,88,0
643,L,298.6,308.0,1462,26.7,249,0
644,L,300.0,308.5,1553,31.3,20,0
645,L,300.1,310.4,1751,42.4,236,0
646,M,303.9,316.1,1482,37.9,153,0
647,L,300.2,309.8,1314,37.0,22,0
648,M,302.4,313.9,1500,51.9,137,0
649,M,299.1,308.4,1436,39.9,244,0
650,L,299.4,309.6,1636,58.1,171,0
651,L,297.3,308.1,1477,47.1,12,0
652,L,298.5,308.5,1052,30.3,180,0
653,L,301.1,310.8,2198,59.3,245,0
654,M,300.0,310.7,1563,42.8,36,0
655,L,301.9,313.8,1553,58.7,183,0
656,L,300.4,310.7,1262,37.3,186,0
657,L,299.3,308.8,1275,42.7,139,0
658,L,304.3,314.1,1521,44.3,250,0
659,M,299.8,312.3,1598,38.3,227,0
660,L,302.3,312.5,1663,52.7,2,0
661,L,299.2,308.6,1580,59.3,141,1
662,H,301.4,310.3,1325,17.1,162,0
663,M,301.9,310.0,1089,48.1,97,0
664,L,300.4,310.8,1520,31.1,231,0
665,L,295.3,305.9,1442,14.1,92,0
666,L,300.0,309.6,1311,45.2,157,0
667,L,302.5,312.4,1686,45.2,70,0
668,L,301.1,309.9,1255,46.8,117,0
669,L,300.9,311.0,1648,43.7,193,0
670,L,296.6,307.0,1285,48.8,145,0
671,L,298.6,308.0,1562,34.0,25,0
672,M,300.8,312.5,1705,42.6,208,0
673,L,300.8,310.0,1477,47.0,173,0
674,L,302.4,312.7,1840,53.5,139,0
675,L,299.7,310.6,1881,40.4,185,0
676,H,300.8,310.7,1580,37.9,241,0
677,L,300.0,309.8,1634,39.4,56,0
678,L,298.0,306.6,1727,28.1,159,0
679,H,295.5,306.8,1635,47.7,112,0
680,M,300.9,310.7,1616,25.4,220,0
681,M,300.3,310.9,1444,43.9,239,0
682,L,298.8,309.4,1235,40.8,63,0
683,L,296.8,306.1,1289,24.5,201,0
684,M,301.3,311.1,1964,25.1,227,0
685,H,299.5,310.8,1595,31.5,65,0
686,L,301.1,310.0,1494,36.6,164,0
687,L,303.7,315.9,1764,54.8,141,0
688,L,295.7,305.0,1403,38.9,137,0
689,M,298.6,307.4,1642,45.5,103,0
690,L,299.6,309.7,1551,52.7,192,0
691,L,302.9,315.1,1620,50.7,63,0
692,L,296.7,304.8,1477,39.9,168,0
693,L,303.9,313.7,1365,32.9,118,0
694,L,300.3,310.7,1390,45.0,20,0
695,L,299.8,309.8,1397,33.1,196,0
696,M,299.6,310.0,1537,58.1,8,0
697,L,299.1,308.4,1259,48.7,136,0
698,L,302.1,311.5,1314,42.1,145,0
699,L,297.9,307.7,1562,45.1,119,0
700,L,300.7,309.6,1515,41.8,68,0
701,L,299.2,309.2,1572,36.3,61,0
702,L,298.5,308.1,1529,45.0,143,0
703,L,305.2,314.7,1988,37.6,225,0
704,L,300.8,311.2,1560,59.4,120,0
705,L,301.2,309.4,1470,33.1,3,0
706,H,302.3,312.0,1556,45.1,148,1
707,L,297.2,309.5,1720,32.2,118,0
708,M,303.5,312.4,1529,32.1,113,0
709,L,295.0,306.3,1660,22.1,100,0
710,M,298.5,308.5,1608,44.1,231,0
711,M,299.1,308.5,1486,34.7,171,0
712,L,301.2,309.8,1557,50.8,205,0
713,L,300.4,310.6,1824,44.1,218,0
714,L,299.7,311.1,1581,41.5,112,0
715,L,300.0,309.6,1361,25.9,75,0
716,H,298.0,308.0,1480,45.8,154,0
717,M,297.0,308.0,1159,33.4,247,0
718,H,301.5,311.8,1562,25.7,161,0
719,L,301.4,309.8,1772,44.3,3,0
720,M,303.2,313.3,1297,27.4,234,0
721,H,298.4,309.9,1564,19.1,235,0
722,L,301.4,311.3,1714,53.0,50,0
723,L,299.4,306.7,1733,34.4,129,0
724,M,302.4,312.8,1767,22.6,233,0
725,L,302.0,311.8,1203,30.4,233,0
726,M,300.4,308.6,1628,32.8,159,0
727,L,299.3,307.6,1268,51.4,129,0
728,M,301.9,312.9,1359,23.4,57,0
729,L,301.3,310.6,1684,26.6,149,0
730,L,298.6,307.7,1566,49.8,18,0
731,L,297.3,307.3,1668,35.5,217,0
732,M,299.4,308.8,1371,42.3,19,0
733,M,303.0,313.1,1801,35.1,99,0
734,L,302.3,312.1,1661,60.2,145,0
735,L,297.8,306.6,1697,27.1,243,0
736,M,297.7,307.2,1344,42.8,177,1
737,L,302.5,313.0,1747,55.0,13,0
738,M,297.7,307.8,1481,36.3,19,0
739,L,301.0,310.9,1428,32.5,44,0
740,L,298.8,310.7,1649,47.7,87,0
741,L,303.2,314.0,1642,50.0,46,0
742,L,298.5,309.3,1386,32.0,238,0
743,M,302.3,312.1,1906,54.6,56,0
744,L,300.4,310.6,1862,40.5,30,0
745,L,300.5,310.1,1646,45.1,179,0
746,M,296.1,306.8,1615,54.9,99,0
747,L,295.6,305.5,1597,47.7,206,0
748,L,299.6,309.8,1260,40.0,45,0
749,H,300.5,310.7,1558,33.3,134,0
750,M,297.7,307.7,1555,67.1,48,0
751,L,297.8,310.8,1434,32.1,150,0
752,H,301.1,310.5,1482,43.2,220,0
753,M,301.1,310.4,1111,45.1,40,0
754,L,299.7,310.4,1341,45.6,131,0
755,L,301.6,311.0,1703,61.3,94,0
756,M,297.7,307.4,1847,40.5,81,0
757,M,299.3,308.2,1369,39.0,108,0
758,L,303.3,313.8,1570,55.5,158,0
759,M,300.1,310.6,1734,38.6,46,0
760,M,300.3,309.9,1444,48.8,99,0
761,L,304.6,315.3,1659,41.9,17,0
762,L,297.2,305.3,1531,49.2,201,0
763,L,301.6,310.9,1751,47.3,6,0
764,M,303.3,313.2,1308,36.0,37,0
765,L,299.4,308.2,1340,21.6,172,0
766,L,301.7,310.0,1588,23.3,27,0
767,M,298.0,307.7,1555,21.6,186,0
768,M,298.6,309.3,1527,39.1,17,0
769,L,300.8,312.1,1641,16.5,222,0
770,M,301.6,311.0,1371,38.4,245,0
771,L,302.2,313.0,1292,41.3,8,0
772,M,303.1,313.8,1448,48.6,106,0
773,L,299.9,311.1,1468,45.0,15,0
774,L,302.4,312.0,1487,49.0,61,0
775,M,299.3,307.5,1765,44.1,127,0
776,L,301.8,311.9,1675,36.8,39,0
777,L,300.4,309.4,1633,38.9,216,0
778,M,300.9,310.2,1577,31.5,100,0
779,M,300.8,310.5,1460,42.3,93,0
780,M,296.8,306.5,1385,24.2,238,0
781,M,297.8,307.9,1323,50.7,57,0
782,L,300.2,310.9,1413,30.4,193,0
783,L,296.6,306.3,1530,41.5,196,0
784,L,301.7,312.1,1331,43.2,105,0
785,L,301.7,311.8,1568,51.6,93,1
786,H,300.7,311.6,1503,23.2,18,0
787,L,297.8,307.6,1466,36.7,205,0
788,L,302.8,312.7,1745,45.5,26,0
789,L,304.1,313.7,1097,57.5,29,0
790,H,300.3,310.1,1469,39.6,44,0
791,L,301.0,310.2,1116,34.1,205,0
792,L,300.4,309.5,1580,60.3,158,0
793,L,301.1,311.8,1674,48.0,35,0
794,M,299.8,308.7,1296,53.7,166,1
795,L,299.9,309.6,1319,27.9,49,1
796,M,301.8,312.8,1234,45.2,93,0
797,H,304.7,314.3,1549,29.2,37,0
798,L,297.2,308.0,1476,26.9,238,0
799,M,299.8,309.2,1488,45.8,138,0
800,H,297.6,306.6,1472,46.5,80,0
801,M,303.2,311.6,1363,35.2,73,0
802,L,298.8,310.1,1740,54.3,15,0
803,L,297.1,306.0,1586,36.3,178,0
804,M,301.3,312.0,1325,37.3,202,0
805,L,303.5,312.5,1412,39.6,166,0
806,M,301.3,312.6,1381,37.6,250,0
807,H,300.4,312.6,1789,52.8,91,0
808,H,300.8,309.1,1665,29.6,212,0
809,L,302.8,311.7,1515,32.5,219,0
810,L,298.3,309.0,1843,28.1,247,0
811,H,299.8,310.3,1797,58.8,246,0
812,M,299.1,309.9,1496,36.8,150,0
813,L,297.7,307.1,1464,32.3,109,0
814,H,299.3,311.3,1473,37.1,64,0
815,M,302.2,312.3,1367,48.5,48,0
816,L,301.1,309.9,1848,46.6,188,0
817,L,301.3,311.0,1357,34.2,181,0
818,L,300.3,309.1,1693,36.0,140,0
819,L,301.0,312.6,1661,25.4,199,0
820,L,298.4,307.7,1483,41.4,82,0
821,M,299.4,309.9,1861,52.8,151,0
822,L,300.4,309.9,1258,34.2,103,0
823,L,300.6,309.9,1523,46.4,176,0
824,L,300.6,308.7,1450,34.2,122,0
825,L,299.7,310.3,1709,29.0,164,0
826,H,299.2,310.5,1601,46.8,216,0
827,L,306.3,315.4,1228,63.5,106,0
828,L,301.8,310.3,1759,45.4,25,0
829,M,300.8,311.6,1624,35.9,109,0
830,L,299.5,307.9,1352,36.5,169,0
831,L,299.1,310.3,1475,59.1,218,0
832,L,299.7,308.8,1305,43.1,223,1
833,L,300.6,309.5,1507,32.3,235,0
834,L,296.2,306.5,1564,39.4,2,0
835,L,296.9,305.8,1478,42.2,104,0
836,L,298.7,308.0,1457,44.7,188,1
837,H,300.4,310.8,1249,55.1,170,0
838,L,299.5,307.1,1598,52.8,72,0
839,L,303.0,314.6,1193,42.0,64,0
840,M,297.0,307.1,1543,39.6,145,0
841,L,298.5,307.2,1215,44.0,66,0
842,M,303.0,312.0,1547,33.9,141,0
843,L,300.3,311.3,1536,49.8,191,0
844,H,301.8,312.4,1610,38.0,31,0
845,L,304.1,315.5,1692,44.9,195,0
846,L,298.6,307.9,1725,57.1,187,0
847,L,299.8,310.1,1249,45.5,100,0
848,H,299.5,309.9,1527,42.3,148,0
849,L,296.1,306.8,1897,34.8,105,0
850,L,299.4,310.5,1559,39.2,154,1
851,L,301.8,311.0,1389,28.6,132,0
852,M,301.1,311.0,1523,45.3,66,0
853,L,301.2,310.6,1469,18.7,213,0
854,M,299.2,309.2,1327,49.7,211,0
855,L,298.7,309.4,1693,47.3,168,0
856,L,302.5,310.9,1642,41.0,107,0
857,L,299.0,310.1,1299,34.7,1,0
858,L,300.6,309.4,1521,39.8,42,0
859,L,300.3,310.0,1436,22.3,128,0
860,L,302.9,314.2,1251,48.2,150,0
861,M,301.9,312.3,1284,38.4,190,0
862,L,297.4,307.7,1311,55.2,175,0
863,L,297.6,306.4,1527,43.9,24,0
864,L,301.2,310.1,1456,42.3,89,0
865,L,299.9,310.8,1366,44.0,120,0
866,L,299.1,308.5,1467,30.2,66,0
867,L,302.0,311.5,1671,35.5,251,0
868,L,300.4,311.3,1601,41.3,94,0
869,M,300.1,309.1,1717,37.0,90,0
870,H,301.6,311.8,1497,34.2,204,0
871,L,299.2,309.3,1824,37.2,174,0
872,L,303.1,313.1,1600,40.4,224,0
873,M,298.4,307.9,1450,63.2,88,0
874,L,301.3,310.7,1554,36.7,118,0
875,L,302.9,311.8,1314,33.2,55,0
876,L,297.2,307.7,1483,38.5,58,0
877,M,299.3,308.6,1614,55.0,143,0
878,M,302.3,313.3,1647,55.7,174,0
879,L,302.3,312.1,1464,59.5,229,0
880,L,299.7,308.6,2027,40.6,89,0
881,L,298.5,308.3,1507,46.4,53,0
882,M,301.9,311.5,1237,29.5,250,0
883,L,302.4,313.4,1755,36.5,46,0
884,L,297.7,307.3,1646,28.8,179,0
885,M,297.6,307.3,1579,44.7,145,0
886,L,300.5,311.9,1454,40.4,208,0
887,M,301.3,311.8,1608,42.3,45,0
888,L,299.4,311.1,1827,31.5,117,0
889,L,301.4,312.6,1574,48.5,216,1
890,L,298.6,307.7,1274,15.9,121,0
891,M,295.8,306.8,1000,37.5,153,0
892,M,299.2,310.7,1606,38.9,17,0
893,M,300.1,311.7,1361,19.8,48,1
894,L,299.4,310.4,1520,43.8,192,0
895,M,297.7,308.7,1393,38.3,109,0
896,L,296.4,306.1,1380,45.6,134,0
897,L,299.0,308.1,1401,60.0,157,0
898,M,301.8,311.4,1417,43.2,96,0
899,L,302.5,310.8,1676,49.7,152,0
900,L,302.4,313.7,1640,53.8,24,0
901,L,298.4,308.1,1321,44.9,154,1
902,L,297.7,309.0,1346,31.3,34,0
903,L,301.0,309.8,1605,23.6,106,0
904,L,301.3,312.4,1726,43.7,81,0
905,L,300.8,310.3,1723,36.0,120,0
906,M,296.0,304.7,1358,52.8,157,0
907,M,298.3,309.9,1715,35.2,13,0
908,L,299.9,311.0,1220,39.9,162,0
909,L,301.0,311.2,1501,28.4,33,0
910,L,301.5,311.6,1625,36.6,211,0
911,L,300.3,310.7,1165,30.6,142,0
912,L,300.7,310.9,1912,31.5,6,0
913,M,300.2,309.4,1775,39.5,140,0
914,L,301.4,311.0,1653,33.9,227,0
915,L,300.6,312.6,1365,66.3,167,0
916,L,300.1,312.8,1525,48.4,187,0
917,L,299.5,311.0,1679,50.8,244,0
918,H,300.2,310.6,1337,38.9,253,0
919,M,301.0,310.6,1505,41.1,33,0
920,L,300.5,309.7,1700,35.7,12,0
921,M,300.8,310.0,1270,66.2,249,0
922,L,302.7,312.1,1597,38.9,3,0
923,M,300.5,312.7,1223,34.0,140,0
924,M,298.7,310.5,1369,32.5,47,0
925,L,301.8,312.5,1447,43.4,107,0
926,L,297.3,306.3,1629,54.2,140,0
927,L,297.8,308.7,1412,50.9,214,0
928,L,300.7,310.4,1560,32.4,92,0
929,M,301.0,308.9,1414,32.2,32,0
930,L,297.5,307.8,1443,52.5,22,0
931,L,299.2,308.4,1761,61.0,66,0
932,M,298.8,308.0,1332,38.5,159,0
933,H,299.0,308.8,1673,52.1,182,0
934,L,301.9,311.4,1537,25.3,2,0
935,L,301.4,311.4,1434,31.6,139,0
936,L,300.0,309.9,1320,29.9,123,0
937,L,298.9,307.0,1332,44.1,55,0
938,H,297.3,308.8,1405,38.2,195,0
939,L,302.8,311.9,1511,42.4,32,0
940,L,301.2,310.2,1646,52.2,31,0
941,L,298.6,308.3,1484,33.5,144,0
942,L,301.4,311.3,1496,40.9,179,0
943,M,299.9,311.3,1522,26.6,72,0
944,M,299.4,309.7,1623,51.6,4,0
945,L,300.9,311.4,1653,51.0,252,0
946,L,298.5,308.8,1289,43.6,20,0
947,L,299.3,309.5,1487,41.2,2,0
948,H,300.2,310.6,1757,34.9,116,0
949,M,299.0,307.1,1302,26.0,230,0
950,L,301.3,311.1,1551,43.1,194,0
951,M,303.7,314.9,1507,47.6,36,0
952,M,298.5,312.4,1436,60.2,235,0
953,L,296.7,305.5,1822,36.1,34,0
954,H,296.0,306.4,1544,42.7,32,0
955,L,299.7,309.1,1808,51.1,181,0
956,L,298.7,310.7,1539,51.4,2,0
957,L,300.4,309.1,1620,33.8,175,0
958,L,300.3,310.9,1434,37.2,145,0
959,L,296.8,305.4,1436,34.7,130,0
960,M,296.4,306.1,1611,31.0,92,0
961,L,300.6,310.6,1614,54.7,100,0
962,M,300.3,311.3,1645,40.6,132,0
963,L,299.1,308.1,1605,39.3,8,0
964,L,296.7,307.3,1298,42.5,203,0
965,L,300.9,311.0,1393,40.5,15,0
966,L,302.5,312.8,1690,37.8,90,0
967,M,300.6,311.5,1187,32.4,72,0
968,L,298.3,307.0,1590,55.7,177,0
969,L,300.1,310.9,1517,34.3,250,0
970,L,297.3,306.7,1690,30.7,245,0
971,M,302.1,313.2,1612,39.2,252,0
972,H,300.2,310.5,1419,61.6,184,0
973,M,296.5,306.3,1411,31.8,56,0
974,L,299.4,308.8,1444,47.1,106,0
975,L,300.9,311.7,1641,37.5,85,0
976,L,299.3,310.6,1125,42.4,16,0
977,L,299.4,308.9,1566,49.2,64,0
978,L,297.6,306.4,1379,22.8,56,0
979,L,301.1,311.8,1572,31.0,190,0
980,L,298.7,307.3,1599,49.1,194,1
981,L,295.7,304.4,1240,41.0,4,0
982,M,299.3,308.2,1497,42.1,149,0
983,L,302.0,311.5,1565,47.1,128,0
984,L,299.2,307.9,1553,31.1,174,0
985,M,303.5,311.5,1516,50.6,176,0
986,L,300.9,309.7,1319,48.2,131,0
987,M,300.7,311.3,1346,42.4,149,0
988,L,299.7,308.5,1291,44.7,87,0
989,L,299.9,309.5,1637,51.6,182,0
990,M,299.5,311.4,1517,34.1,31,0
991,M,299.4,309.3,1528,46.6,109,0
992,M,301.1,311.4,1232,57.4,65,0
993,L,298.1,307.2,1531,46.4,99,0
994,L,297.8,310.0,1651,37.8,196,0
995,L,297.8,307.2,1208,63.2,247,0
996,L,304.1,313.9,1442,42.3,70,0
997,H,301.1,312.4,1256,54.0,227,0
998,L,300.6,310.4,1462,35.8,231,0
999,H,297.9,307.9,1376,50.7,234,0
1000,L,301.2,311.0,1606,34.5,7,0
1001,L,299.8,309.5,1568,43.2,35,0
1002,L,300.4,310.8,1769,33.9,234,0
1003,M,298.0,308.6,1528,59.0,11,0
1004,M,300.3,309.7,1598,37.8,155,0
1005,M,299.2,308.4,1438,28.9,1,0
1006,M,298.5,307.9,1340,41.0,110,0
1007,M,301.5,310.1,1687,45.4,77,0
1008,M,296.9,305.3,1760,39.7,146,0
1009,L,301.1,311.4,1664,31.9,84,0
1010,L,301.4,312.3,1561,50.4,221,0
1011,L,298.2,309.1,1363,52.6,48,0
1012,H,298.4,306.0,1742,23.5,111,0
1013,H,299.6,309.3,1641,31.2,36,0
1014,L,300.6,309.5,1900,38.4,179,0
1015,M,299.7,309.8,1331,34.7,212,0
1016,H,300.9,310.4,1692,45.3,219,0
1017,L,303.5,314.1,1636,58.4,59,0
1018,L,299.0,309.0,1476,36.2,224,0
1019,H,296.6,304.7,1782,55.8,41,0
1020,L,301.7,310.7,1610,25.3,6,0
1021,M,303.4,313.4,1370,44.6,41,0
1022,L,300.8,310.9,1516,34.1,184,0
1023,H,297.8,306.4,1368,44.8,15,0
1024,H,299.8,308.2,1454,22.4,228,0
1025,H,297.8,307.8,1663,27.1,114,0
1026,L,301.3,309.9,1715,44.8,152,0
1027,M,297.3,305.6,1577,33.7,165,0
1028,M,299.4,309.0,1403,36.8,43,0
1029,L,298.0,307.5,1606,58.4,37,0
1030,M,300.3,309.4,1667,41.4,233,0
1031,L,299.3,308.6,1184,49.0,233,0
1032,L,300.4,310.4,1558,32.4,44,0
1033,L,300.0,309.3,1503,26.6,242,0
1034,L,298.0,308.1,1708,39.2,157,0
1035,L,301.3,310.9,1607,25.1,208,0
1036,M,299.9,310.1,1624,33.0,143,0
1037,L,298.0,308.9,1451,42.4,131,0
1038,M,304.5,315.3,1538,38.9,93,0
1039,L,301.0,312.2,1706,43.3,211,0
1040,L,299.7,310.5,1526,46.0,34,0
1041,L,302.8,313.1,1569,28.0,60,0
1042,M,303.7,313.3,1263,30.6,253,0
1043,L,299.7,309.3,1525,18.2,250,0
1044,M,300.7,309.8,1177,36.3,132,1
1045,M,298.0,308.0,1445,47.4,108,0
1046,M,299.7,310.4,1549,54.9,77,0
1047,L,299.6,308.9,1675,41.9,127,0
1048,L,300.4,310.3,1359,53.7,168,0
1049,M,300.7,310.0,1604,43.8,40,0
1050,L,301.1,311.3,1800,41.1,103,0
1051,M,300.5,309.9,1423,33.9,27,0
1052,L,297.6,306.8,1261,16.1,137,0
1053,H,298.1,307.4,1589,52.2,117,0
1054,M,298.9,309.4,1324,39.5,124,0
1055,H,299.4,309.3,1391,53.9,179,0
1056,L,302.1,311.7,1703,30.5,221,0
1057,M,297.7,307.9,1873,64.3,113,0
1058,L,299.3,308.9,1358,37.5,159,0
1059,L,301.9,313.0,1406,33.1,203,0
1060,M,299.4,308.4,1459,37.9,44,0
1061,M,300.9,310.7,1439,41.7,15,0
1062,H,299.7,308.3,1884,39.3,89,0
1063,M,300.5,310.2,1443,34.8,191,0
1064,L,299.5,307.9,1468,22.0,34,0
1065,L,301.3,312.1,1827,32.0,104,0
1066,M,296.9,307.7,1641,50.7,207,0
1067,L,299.3,310.1,1714,31.2,144,0
1068,L,300.6,310.6,1375,22.8,111,0
1069,L,301.1,310.2,1443,29.4,214,0
1070,L,303.0,312.2,1351,39.1,169,0
1071,L,299.2,310.7,1681,32.4,149,1
1072,L,303.0,314.4,1757,37.2,177,0
1073,L,298.7,308.8,1430,32.0,20,0
1074,L,302.7,312.1,1472,50.1,225,0
1075,H,301.6,313.0,1480,44.9,45,0
1076,L,298.2,307.5,1261,62.2,56,0
1077,L,300.6,310.8,1417,36.2,4,0
1078,M,299.9,311.2,1676,37.2,229,0
1079,L,301.3,310.4,1381,51.8,51,0
1080,H,299.6,310.4,1554,43.9,158,0
1081,M,299.4,309.9,1303,30.6,160,0
1082,L,302.7,312.7,1512,45.6,174,0
1083,L,299.8,308.8,1437,44.0,130,0
1084,M,301.7,310.9,1319,22.1,52,0
1085,H,299.5,309.8,1679,33.5,82,0
1086,L,303.3,311.9,1689,41.9,183,0
1087,M,298.6,308.8,1364,54.5,17,0
1088,L,298.8,309.3,1499,47.0,155,0
1089,H,303.0,314.0,1545,34.4,142,0
1090,L,299.1,307.7,1213,32.9,49,0
1091,H,303.2,314.5,1287,48.0,160,0
1092,M,301.8,313.5,1768,15.7,27,0
1093,M,299.7,310.1,1347,31.9,45,0
1094,L,296.4,305.3,1763,54.1,112,0
1095,L,300.0,309.6,1297,43.0,115,0
1096,L,300.2,310.2,1655,32.4,71,0
1097,L,302.3,312.6,1482,28.0,119,0
1098,L,303.2,313.2,1507,48.4,231,0
1099,M,298.6,308.9,1870,40.8,250,0
1100,L,301.6,311.5,1313,37.8,112,0
1101,L,301.5,311.8,1644,43.7,93,0
1102,H,302.1,311.7,1637,41.6,0,0
1103,M,301.0,310.7,2138,40.9,198,0
1104,H,296.1,305.5,1345,26.8,182,0
1105,H,299.7,311.6,1425,29.7,57,0
1106,L,297.7,309.2,1684,47.5,205,0
1107,L,299.6,310.2,1502,45.6,148,0
1108,M,302.0,313.3,1455,43.8,55,0
1109,M,300.6,311.4,1709,34.1,69,0
1110,L,302.3,312.5,1490,47.7,144,0
1111,M,300.7,309.2,1378,36.3,77,0
1112,L,297.4,307.1,1667,53.0,134,0
1113,L,295.0,304.6,1605,32.5,78,0
1114,L,300.3,309.2,1482,34.7,71,0
1115,L,299.6,308.1,1473,38.5,187,0
1116,L,298.0,308.5,1374,48.5,247,0
1117,L,296.6,306.9,1667,39.6,175,0
1118,M,298.5,307.4,1473,40.4,9,0
1119,L,299.6,308.9,1400,36.1,220,0
1120,L,301.3,312.5,1307,42.7,126,0
1121,M,300.4,309.5,1608,39.3,40,0
1122,H,303.2,313.4,1446,32.2,146,0
1123,M,297.9,307.7,1177,41.3,189,0
1124,M,301.8,312.3,1322,41.5,193,0
1125,M,300.1,309.2,1496,63.5,135,0
1126,L,301.4,311.5,1501,33.9,157,0
1127,L,299.1,309.3,1494,31.6,106,0
1128,L,302.1,312.4,1469,42.8,163,0
1129,L,300.6,310.7,1273,30.1,177,0
1130,L,298.6,309.0,1381,29.3,81,0
1131,M,300.0,312.2,1749,25.6,129,0
1132,L,299.5,312.1,1723,32.3,4,0
1133,L,301.0,310.3,1641,32.5,173,0
1134,L,297.6,305.3,1625,27.2,76,0
1135,M,299.9,310.5,1699,37.5,39,0
1136,L,300.8,311.0,1337,16.3,184,0
1137,M,300.1,311.1,1543,44.9,10,0
1138,L,302.7,313.0,1337,34.4,117,0
1139,L,301.5,311.6,1340,35.9,199,0
1140,L,300.0,311.1,1603,45.9,238,0
1141,M,300.4,311.7,1707,43.7,165,0
1142,L,300.6,309.2,1503,33.7,16,0
1143,M,300.8,310.0,1833,44.5,74,0
1144,L,296.3,306.2,1575,55.5,120,0
1145,L,299.4,309.5,1398,29.9,25,0
1146,M,297.0,306.8,1343,47.5,38,0
1147,M,302.6,313.0,1720,28.9,97,0
1148,M,299.9,310.9,1560,51.8,194,0
1149,M,299.6,311.3,1659,32.9,241,0
1150,M,301.8,312.4,1062,32.5,152,0
1151,M,300.8,310.0,1581,51.5,87,0
1152,M,297.7,307.6,1446,47.2,244,0
1153,M,299.9,309.8,1288,33.2,115,0
1154,M,299.3,309.8,1526,41.3,214,0
1155,M,296.5,306.9,1733,32.9,157,0
1156,M,298.6,310.7,1943,24.1,173,0
1157,L,299.6,309.2,1581,41.9,40,0
1158,M,299.8,310.2,1411,36.4,103,0
1159,M,297.0,309.4,1400,30.5,247,0
1160,L,302.3,311.7,1710,53.0,218,0
1161,M,299.8,309.9,1359,30.9,177,0
1162,L,300.1,309.1,1649,41.4,107,1
1163,L,300.8,310.9,1590,50.8,171,0
1164,M,298.4,307.6,1570,37.4,9,0
1165,L,300.9,312.0,1257,32.7,72,0
1166,M,299.3,309.4,1474,43.0,129,0
1167,M,298.2,307.3,1276,44.6,119,0
1168,L,301.1,312.0,1432,48.8,148,0
1169,L,303.0,313.2,1702,58.7,202,0
1170,L,301.4,312.4,1758,35.4,117,0
1171,M,301.8,310.7,1576,42.0,201,0
1172,H,299.0,309.3,1435,27.3,24,0
1173,M,296.8,307.6,1822,46.7,231,0
1174,L,303.0,312.6,1433,41.8,196,0
1175,M,304.1,312.9,1334,38.2,21,0
1176,L,303.1,313.0,1662,33.8,196,0
1177,M,299.3,310.6,1619,36.5,200,0
1178,L,297.7,308.8,1440,42.4,10,0
1179,M,297.9,307.4,1555,30.3,171,0
1180,L,296.6,305.3,1617,36.9,4,0
1181,H,299.8,309.4,1574,40.2,5,0
1182,L,303.2,312.7,1620,24.6,224,0
1183,M,299.7,310.2,1447,29.5,15,0
1184,H,300.6,310.5,1632,33.4,247,0
1185,L,302.8,312.0,1541,55.7,45,0
1186,H,299.2,310.3,1453,31.7,151,0
1187,M,304.1,314.2,1493,39.4,13,0
1188,L,304.0,314.4,1520,29.6,23,0
1189,L,299.7,308.0,1279,32.2,108,0
1190,M,298.8,306.4,1424,25.6,253,0
1191,L,301.4,310.0,1549,46.7,75,0
1192,L,299.3,308.8,1296,26.7,150,0
1193,L,297.7,308.3,1427,49.1,166,0
1194,M,302.6,310.2,1964,44.7,5,0
1195,L,302.4,314.0,1335,39.2,246,0
1196,M,300.3,310.5,1469,49.4,232,0
1197,H,297.5,308.8,1388,71.0,20,1
1198,H,297.5,306.7,1517,44.8,111,0
1199,M,300.2,310.7,1392,28.8,200,0
1200,L,299.0,309.1,1494,54.9,45,0
